popularity_rank,returned_spotify_id,wikidata_qid,spotify_name,monthly_listeners,followers,origin_cluster,origin_resolution,spotify_biography_present,biography_keyword_review,matching_musicbrainz_person,other_person_ids_in_musicbrainz_links,eligibility_review,eligibility_source_url,final_status,final_origin,manual_status,review_priority,mapping_tier,fua_code
308,6tCJN1fQNdFCEaOa8Da9Wf,Q47006918,JADED,891067,55678,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
309,57xdnSVt4ahJCIXYLieQ25,Q943253,The Troggs,883780,337104,Andover,reported_place,True,False,,,,,source_variation,Andover,not_reviewed,medium,strict,UK520F
310,1MNeXu0284O7mQWgF1YRc0,Q2307431,Breathe,876466,38500,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
311,3csPCeXsj2wezyvkRFzvmV,Q515942,Orbital,874037,416016,Sevenoaks,reported_place,True,False,,,,,source_variation,Sevenoaks,not_reviewed,medium,strict,UK001F
312,5BKsn7SCN2XmbF7apdCpRS,Q606250,Goldfrapp,864148,618403,London,reported_place,True,False,,,,,source_variation,London,not_reviewed,medium,strict,UK001F
313,60adCptqwRkANTtVja0bvf,Q337310,Academy of Ancient Music,863103,46459,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
314,75EZuo5MHV2572NRpMWotC,Q526130,Crystal Fighters,846287,356161,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
315,48YxSlb23RAaCd4RyHcV9V,Q693597,Herman's Hermits,843685,542791,Manchester,reported_place,True,False,,,,,confirmed,Manchester,not_reviewed,,strict,UK008F
316,15PIcAgtP1zCipRK3sniUN,Q6465241,La Serenissima,840773,10706,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
317,0un6YenPxWZ2VW4aFGMupM,Q3937955,Floetry,834779,827023,London,reviewed_override,True,False,,,,,corrected,London,corrected,,strict,UK001F
318,3tx8fyu3c4OBP5nejYtUOb,Q583556,Average White Band,830950,473616,Dundee,reported_place,True,False,,,,,confirmed,Dundee,not_reviewed,,strict,UK550F
319,4qmHkMxr6pTWh5Zo74odpH,Q7714866,Elvis Costello & The Attractions,830368,329467,,unresolved_generic_or_missing,False,False,,,,,evidence_for_missing_claim,California,not_reviewed,medium,excluded_no_defensible_fua,
320,2Q4FnG5T6NTUcAAZwuMV5K,Q1183784,Del Amitri,827530,117032,Glasgow,reported_place,True,False,,,,,confirmed,Glasgow,not_reviewed,,strict,UK004F
321,1NfJU4hy56Z4UM4iyIa1B2,Q1352997,Courteeners,819255,366021,Middleton,reported_place,True,False,,,,,confirmed,Middleton,not_reviewed,,strict,UK008F
322,7poQNrOwZoUcoqihg4Xex0,Q111865044,Wasia Project,815222,394807,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
323,3bpvhFSIErguVNQUiutctF,Q1101485,Climie Fisher,814321,91736,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
324,3u9rbdcmA6CxjxOAkjaeFr,Q104870323,Kokoroko,813289,405946,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
325,5N5tQ9Dx1h8Od7aRmGj7Fi,Q180582,Bauhaus,808555,1137691,Northampton,reported_place,True,False,,,,,confirmed,Northampton,not_reviewed,,strict,UK528F
326,0f3kLT4wvi2mFHlHJgV8Hl,Q608271,Kajagoogoo,797085,292881,Leighton Buzzard,reported_place,True,False,,,,,confirmed,Leighton Buzzard,not_reviewed,,excluded_no_defensible_fua,
327,17UkABEasVRlCcIFZ3wHb7,Q1457831,Steps,796161,446647,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
328,2qlAMLpUyBjZgnzuFXXZXI,Q840882,Klaxons,791164,327144,London,reported_place,True,False,,,,,source_variation,London,not_reviewed,medium,strict,UK001F
329,596ByjVYnslGJIHxEBGjF8,Q4356488,Ultrabeat,767735,60158,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
330,31jvzuB4ikftPQZJwrYfCF,Q912581,Enter Shikari,764839,522047,St Albans,reported_place,True,False,,,,,confirmed,St Albans,not_reviewed,,strict,UK001F
331,3lcbKPLl0ci2mKRdcP5Etf,Q1882185,M People,762770,281163,Manchester,reported_place,True,False,,,,,confirmed,Manchester,not_reviewed,,strict,UK008F
332,223iUzG0kb5V166FJP9ovD,Q1990235,IAMX,750077,246831,London,reviewed_override,True,False,IAMX,,verified_solo_project,https://iamxmusic.com/pages/electronic-press-kit,resolved,London,resolved,medium,strict,UK001F
333,3PP6ghmOlDl2jaKaH0avUN,Q66759333,"Black Country, New Road",741988,492540,Cambridgeshire,reported_place,True,False,,,,,confirmed,Cambridgeshire,not_reviewed,,excluded_no_defensible_fua,
334,38LdIuxB548zgHoEY2AN7a,Q2543938,While She Sleeps,740851,528146,Sheffield,reported_place,True,False,,,,,confirmed,Sheffield,not_reviewed,,strict,UK010F
335,1JVoO5bwfU8GNuAZLpBoHe,Q2002188,The Dream Academy,735488,81792,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
336,6PHIK3kjWggLtVygsOtpqS,Q826255,Suede,713390,569692,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
337,6hl5k4gLl1p3sjhHcb57t2,Q18205953,Circa Waves,708315,319278,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
338,6OiHleP2bHM18dXq4aZQWt,Q1777045,The Coral,707737,287640,Hoylake,reported_place,True,False,,,,,confirmed,Hoylake,not_reviewed,,strict,UK006F
339,2qT62DYO8Ajb276vUJmvhz,Q1413926,XTC,705276,391755,Swindon,reported_place,True,False,,,,,confirmed,Swindon,not_reviewed,,strict,UK535F
340,5kwHgbzNHq1iHkUSrAmjjQ,Q758846,Audio Bullys,701846,83213,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
341,15qI5w4XJFLRMwOp2VrlD5,Q756220,The Saturdays,701836,736766,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
342,2U6J9Q89i1TNhesKreFD65,Q115816501,piri & tommy,690910,45851,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Manchester,not_reviewed,medium,excluded_no_defensible_fua,
343,3OpqU68JpZlzvjAJj3B2Da,Q758934,Alestorm,684120,746082,Perth,reported_place,True,False,,,,,confirmed,Perth,not_reviewed,,excluded_no_defensible_fua,
344,0ZZr6Y49NZWRJc0uCwqpMR,Q1049555,Feeder,679131,262471,Newport,reported_place,True,True,,,,,confirmed,Newport,not_reviewed,,strict,UK558F
345,5gqoUf9vKKv96b1c0GBKwu,Q16249370,Dusky,666537,133667,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
346,7uwY65fDg3FVJ8MkJ5QuZK,Q85684673,hard life,664952,342751,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Leicester,not_reviewed,medium,excluded_no_defensible_fua,
347,45O9BwPMyywM755SYUK0sP,Q108666,Uriah Heep,659174,860808,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
348,5k979N1TnPncUyqlXlaRSv,Q104759060,The Longest Johns,653167,272973,Bristol,reported_place,True,False,,,,,confirmed,Bristol,not_reviewed,,strict,UK011F
349,339DNkQkuhHKEcHw6oK8f0,Q1141495,Happy Mondays,652616,462546,Little Hulton,reported_place,True,False,,,,,source_variation,Little Hulton,not_reviewed,medium,strict,UK008F
350,3PALZKWkpwjRvBsRmhlVSS,Q28146294,Gunship,646183,298392,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
351,7pv3MRGkgkXa9Qn8sMctxT,Q6732352,Magoo,639865,22094,Norfolk,reported_place,True,False,,,,,source_variation,Norfolk,not_reviewed,medium,excluded_no_defensible_fua,
352,2DxlS3lTLFIq70S7ap5H3y,Q939329,Buzzcocks,638182,490422,Bolton,reported_place,True,False,,,,,confirmed,Bolton,not_reviewed,,strict,UK008F
353,0IEPb9ily3E5IAYMSkwtQ6,Q93890774,Arctic Lake,637713,65681,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
354,0ucLPotcQNI7AViFytdhBz,Q831841,Ladytron,637497,333134,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
355,1a5l3fWnzmaK7gDD2IkbHq,Q1749463,Tin Tin Out,633305,5681,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
356,7GvVTb8yFV0ZrdI30Qce6T,Q16864855,Delta Heavy,632637,190365,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
357,3loflELg7MzgrOyNqERolN,Q676522,The Style Council,626814,368853,Woking,reviewed_override,True,False,,,,,corrected,Woking,corrected,,strict,UK001F
358,1h8YIw9HLr6E8gdXVDRbVJ,Q858738,Big Country,622663,271022,Dunfermline,reported_place,True,False,,,,,confirmed,Dunfermline,not_reviewed,,reviewed_extended,UK007F
359,2WuKU0SYZOQyY3MmE4vtez,Q28677824,New Hope Club,617401,986109,Manchester,reported_place,True,False,,,,,confirmed,Manchester,not_reviewed,,strict,UK008F
360,33tFkBLsl6f8TjKkV0uF0C,Q109558113,Lovejoy,617221,1099469,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Brighton,not_reviewed,medium,excluded_no_defensible_fua,
361,5jqKIZLB5WA5KquEihB3ND,Q1180767,Deacon Blue,612759,256096,Glasgow,reported_place,True,False,,,,,confirmed,Glasgow,not_reviewed,,strict,UK004F
362,10n5lhNDoSMUHWLlnST1yw,Q156872,Slade,612385,473230,Wolverhampton,reported_place,True,False,,,,,confirmed,Wolverhampton,not_reviewed,,strict,UK002F
363,49H2dQUNhIlso7VNkS8nFR,Q1453598,Freemasons,607845,65062,Brighton,reported_place,True,False,,,,,confirmed,Brighton,not_reviewed,,strict,UK515F
364,5vIOGcdmx1eIkq3ZtuS12U,Q1332158,Ocean Colour Scene,606956,454701,Birmingham,reported_place,True,False,,,,,source_variation,Birmingham,not_reviewed,medium,strict,UK002F
365,26GHRG8x1F4AzbCKzUaIbw,Q17279149,Aquilo,602693,328001,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Lancashire,not_reviewed,medium,excluded_no_defensible_fua,
366,6T6T5RCps6bHzTSDq8pyFj,Q664789,Fiction Factory,601160,34517,Perth,reported_place,True,False,,,,,confirmed,Perth,not_reviewed,,excluded_no_defensible_fua,
367,3NUtpWpGDoffm3RCGhSHtl,Q1359424,Mount Kimbie,601000,362804,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
368,5BaHqGtf6UAZnHfqdPaTDA,Q1338638,Them,598923,155177,Belfast,reported_place,True,False,,,,,confirmed,Belfast,not_reviewed,,strict,UK012F
369,2nszamLjZFgu3Yx77mKxuC,Q2032426,UNKLE,596520,420500,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
370,69QKcDt724e93ZYkBSjsYP,Q514541,LMC,593636,10262,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
371,5xi3SZpllRPAkoPVbjB6nc,Q1165439,JLS,591899,520107,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
372,1aOt6LvXOV6I8dv1A5Diia,Q5292322,DON BROCO,584790,285868,Bedford,reported_place,True,False,,Luke Rayner|Simon Delaney|Matthew Donnelly,,,confirmed,Bedford,not_reviewed,,strict,UK549F
373,6EL5GD53kaaVgJCHgdtdLz,Q1431236,Steve Harley & Cockney Rebel,584745,66094,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
374,1054JdBVMCPm9VpvkUcOYX,Q1377724,Sweet Female Attitude,582178,31030,Manchester,reported_place,True,False,,,,,confirmed,Manchester,not_reviewed,,strict,UK008F
375,53RkHTcl0SJZjpzqogkBf4,Q1460975,The Fixx,569663,284550,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
376,52Syw7gkGRePCAYvEY2X9D,Q1140107,N-Dubz,569050,307419,London,reported_place,True,False,,,,,source_variation,London,not_reviewed,medium,strict,UK001F
377,7sbwBqdkynNUDgiWU3TQ5J,Q794148,Aztec Camera,568826,155418,East Kilbride,reported_place,True,False,,,,,confirmed,East Kilbride,not_reviewed,,strict,UK004F
378,16kd5X3pBMOtXdLlX5LcAw,Q28340958,BONES UK,568133,106452,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
379,2WRStKp4ihGVUzlzWfv1Qt,Q1501348,The Undertones,562915,274928,Derry,reported_place,True,False,,,,,confirmed,Derry,not_reviewed,,strict,UK586F
380,5suoHSdDiYsjikHNVdYYKe,Q863504,Binary Finary,556404,45535,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Portsmouth,not_reviewed,medium,excluded_no_defensible_fua,
381,4OoHneMX97SjUXKWgsyrP4,Q100414305,GPF,547879,111016,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
382,1tttI1iC4FsS6BM5l38oe5,Q1281029,Marmalade,545335,89242,Glasgow,reported_place,True,False,,,,,confirmed,Glasgow,not_reviewed,,strict,UK004F
383,4eeRviM714mXXeILmKHxh2,Q490339,Climax Blues Band,545160,127118,Stafford,reported_place,True,False,,George Newsome,,,confirmed,Stafford,not_reviewed,,excluded_no_defensible_fua,
384,2lxX1ivRYp26soIavdG9bX,Q192725,The Yardbirds,543254,1006505,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
385,3Rj0tDHoX7C5NFq5DKIpHt,Q334652,Stereolab,542759,428315,London,reported_place,True,True,,,,,confirmed,London,not_reviewed,,strict,UK001F
386,5G49Sq5mMzAkGL4ZP6eVPY,Q7766423,The Staves,540680,235928,Watford,reported_place,True,False,,,,,confirmed,Watford,not_reviewed,,strict,UK001F
387,0Zy4ncr8h1jd7Nzr9946fD,Q250421,Killing Joke,538563,397648,Notting Hill,reported_place,True,False,,,,,source_variation,Notting Hill,not_reviewed,medium,strict,UK001F
388,0LVrQUinPUBFvVD5pLqmWY,Q126128,Doves,533297,299777,Manchester,editorial_city_cluster,True,False,,,,,source_variation,Wilmslow,not_reviewed,medium,strict,UK008F
389,0ZhPS80sMbmVgzOkMPKNpn,Q2094985,Precious,530748,9402,,unresolved_generic_or_missing,False,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
390,5GUVj2b1lJ4DolQyHlzyaO,Q548656,Blind Faith,529325,474336,Ripley,reported_place,True,False,,,,,confirmed,Ripley,not_reviewed,,strict,UK033F
391,47qTcvYlqJGAEsCI7BcENC,Q398101,T'Pau,525174,223072,Shropshire,reported_place,True,False,,,,,source_variation,Shropshire,not_reviewed,medium,excluded_no_defensible_fua,
392,5NXHXK6hOCotCF8lvGM1I0,Q213923,Porcupine Tree,514183,808818,Hemel Hempstead,reported_place,True,False,,,,,confirmed,Hemel Hempstead,not_reviewed,,strict,UK556F
393,14Gi3Uph96lpNB3utkoVAD,Q1123510,Hard-Fi,508027,200592,Staines-upon-Thames,reported_place,True,False,,,,,confirmed,Staines-upon-Thames,not_reviewed,,strict,UK001F
394,6FlOCziOXI157pvUREAh3E,Q1856023,Los Campesinos!,507510,209086,Cardiff,reported_place,True,False,,,,,confirmed,Cardiff,not_reviewed,,strict,UK009F
395,7jZycSvTyx0W9poD4PjEIG,Q27792569,The Hunna,506302,268983,Watford,reported_place,True,False,,,,,confirmed,Watford,not_reviewed,,strict,UK001F
396,77zrvBORXcnTyysjjKRfBU,Q502967,The Art Of Noise,506277,199618,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
397,4phr5rAgWhcZtWJu8w8lKv,Q955863,Swing Out Sister,502370,183037,Manchester,reported_place,True,False,,,,,confirmed,Manchester,not_reviewed,,strict,UK008F
398,3r9TXuXfOUxXjgYgAR0fP8,Q812073,Bay City Rollers,499865,225644,Edinburgh,reported_place,True,False,,,,,confirmed,Edinburgh,not_reviewed,,strict,UK007F
399,5fScAXreYFnuqwOgBsJgSd,Q1542958,The Charlatans,498770,412618,West Midlands,reported_place,True,True,,,,,confirmed,West Midlands,not_reviewed,,excluded_no_defensible_fua,
400,6BD4lgmnh4vy6kkCaZRDWt,Q1017202,Bury Tomorrow,497979,357588,Southampton,reported_place,True,False,,,,,confirmed,Southampton,not_reviewed,,strict,UK520F
401,0r2TmTSwK6XAhAxNxTDOb4,Q2019953,Olive,491693,31488,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
402,4O1s9iVG46lSn1mD9ek1ES,Q10313519,K-Klass,486338,26378,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Wrexham,not_reviewed,medium,excluded_no_defensible_fua,
403,0NTSMFFapnyZfvmCwzcYPd,Q487479,Cradle Of Filth,484589,676119,Suffolk,reported_place,True,False,,,,,source_variation,Suffolk,not_reviewed,medium,excluded_no_defensible_fua,
404,1eVEVL20zNLcGrPDOR691N,Q2165980,The English Beat,483379,170891,Birmingham,reported_place,True,False,,,,,confirmed,Birmingham,not_reviewed,,strict,UK002F
405,3QvfzWcCo67s7bhOYEz5Tr,Q137673339,December 10,474904,104735,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
406,1I9HNoVK6kOQGVZfulXVnm,Q60751165,TENDER,469691,164082,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
407,3AmWjMXXtBJOmNGpUFSOAl,Q1130624,Gang Of Four,469462,292732,Leeds,reported_place,True,False,,,,,confirmed,Leeds,not_reviewed,,strict,UK003F
408,4BntNFyiN3VGG4hhRRZt9d,Q1470472,The Subways,467832,220739,Welwyn Garden City,reported_place,True,False,,,,,confirmed,Welwyn Garden City,not_reviewed,,strict,UK001F
409,4AOiNpcmfXTiWDB3uFszgn,Q135854861,The Big Push,466052,233766,Brighton,reported_place,True,False,,,,,unresolved,Brighton,not_reviewed,low,strict,UK515F
410,1NRudBLaT84LXxfsYdFMhB,Q108696271,WARGASM (UK),465557,153921,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
411,03hfAxVdAWj7kxDnSG0fLD,Q212168,The Shadows,463312,265554,Cheshunt,reviewed_override,True,False,,,,,resolved,Cheshunt,resolved,medium,excluded_no_defensible_fua,
412,71vVmHeNgCVSa5SVmfvscU,Q504090,Saxon,460256,685716,Barnsley,reported_place,True,False,,,,,confirmed,Barnsley,not_reviewed,,strict,UK010F
413,6VeL8VhaMjHTPc5uovFl3h,Q940536,The Damned,459791,442692,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
414,7zYGAXxAaq15C9eM29M8Fj,Q540500,Eternal,453940,128019,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
415,6ysQi6NI88X627t2srsWz6,Q1126287,Mott The Hoople,453631,262051,Herefordshire,reported_place,True,False,,,,,confirmed,Herefordshire,not_reviewed,,excluded_no_defensible_fua,
416,5ZvwJikDgdP1PFU4PkAPVG,Q883441,Bleed From Within,451660,289069,Glasgow,reported_place,True,False,,,,,confirmed,Glasgow,not_reviewed,,strict,UK004F
417,1mlZXof4sEGLFspPzlQdFL,Q8041505,X-Press 2,450693,21792,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
418,4ddt8PPvmWrI9mJQy1VrIG,Q2413479,Band Of Skulls,446823,272436,Southampton,reported_place,True,False,,,,,confirmed,Southampton,not_reviewed,,strict,UK520F
419,4LlDtNr8qFwhrT8eL2wzH4,Q634158,The Hoosiers,438135,219418,Bracknell,reported_place,True,False,,,,,source_variation,Bracknell,not_reviewed,medium,strict,UK573F
420,0Ism1B2cF9NxpXAwdUCkxK,Q6936028,Mungo's Hi Fi,436483,140154,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Glasgow,not_reviewed,medium,excluded_no_defensible_fua,
421,6lOC7lwSO1ql4Gc2Y3QObY,Q1277715,East 17,434704,135562,Walthamstow,reported_place,True,False,,,,,confirmed,Walthamstow,not_reviewed,,strict,UK001F
422,2evydP72Z45DouM4uMGsIE,Q724582,Ash,433333,204152,Downpatrick,reported_place,True,False,,,,,confirmed,Downpatrick,not_reviewed,,excluded_no_defensible_fua,
423,3xByNj8XW17oW0wsJhgzYL,Q19604547,SOFT PLAY,433170,288282,Royal Tunbridge Wells,reported_place,True,False,,,,,confirmed,Royal Tunbridge Wells,not_reviewed,,strict,UK001F
424,1YqGsKpdixxSVgpfaL2AEQ,Q222628,Small Faces,431362,358793,London,reported_place,True,True,,,,,confirmed,London,not_reviewed,,strict,UK001F
425,6VR4TJ20WGiho2xZWMuuWb,Q112123144,Lambrini Girls,420857,159689,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Brighton,not_reviewed,medium,excluded_no_defensible_fua,
426,33ZOI0WTjYkLh5WuwucLhc,Q797832,Baby D,418514,20248,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
427,2h3ooJn8m8X8cL2g1BZ1Rd,Q110269845,Yard Act,416371,155450,Leeds,reported_place,True,False,,,,,confirmed,Leeds,not_reviewed,,strict,UK003F
428,1O7aMVbDeSXY2LiVBhb13w,Q2499301,The Herbaliser,415029,165562,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
429,37f9cjf8Ic4t7vYNRYAzI7,Q619067,Apollo 440,414420,160231,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
430,0ZXKT0FCsLWkSLCjoBJgBX,Q487396,Anathema,413525,447557,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
431,0zg9mF9dX2knvdTKnL22T1,Q2384799,Freestylers,411981,84251,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
432,74K7bX12L8GBAWvPuyIgJ7,Q1335100,Embrace,411812,181930,Bailiff Bridge,reported_place,True,False,,,,,confirmed,Bailiff Bridge,not_reviewed,,strict,UK003F
433,048FBwXjFYBWxSggPDipic,Q833332,Maximo Park,411159,259584,Newcastle upon Tyne,reported_place,True,False,,,,,confirmed,Newcastle upon Tyne,not_reviewed,,strict,UK013F
434,4w3QqrcmBv8dasemwBXmxf,Q1506813,Prefab Sprout,410644,238201,Witton Gilbert,reported_place,True,False,,,,,confirmed,Witton Gilbert,not_reviewed,,excluded_no_defensible_fua,
435,4WjeQi9wm84lYTIWZ95QoM,Q48700689,Boston Manor,410364,192021,Blackpool,reported_place,True,False,,,,,confirmed,Blackpool,not_reviewed,,strict,UK553F
436,3lN1TG4RIoaJCff6Ck9KUR,Q1428876,The Farm,408875,76908,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
437,0Wkm45quqfx3NepJpXDvwE,Q47137654,Superorganism,402523,263802,London,reported_place,True,False,,Soul|B|Harry,,,confirmed,London,not_reviewed,,strict,UK001F
438,0ddfjKqJfbSiddqOvpZRWu,Q839817,Runrig,402383,98336,Isle of Skye,reviewed_override,True,False,,,,,resolved,Isle of Skye,resolved,,excluded_no_defensible_fua,
439,5moJNCJeiNwuQAhDLJXULs,Q615207,Incognito,401799,231010,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
440,4htjQW3lgIwL6fEJlTOez4,Q1325974,Electric Wizard,401179,459777,Dorset,reported_place,True,False,,,,,confirmed,Dorset,not_reviewed,,excluded_no_defensible_fua,
441,1W4SfNO5hb1tdX0wQ87zxl,Q922363,Racey,401016,50878,Weston-super-Mare,reported_place,True,False,,,,,confirmed,Weston-super-Mare,not_reviewed,,strict,UK011F
442,7dkEByOe0oHqc54qU4hwzV,Q11838832,Gloryhammer,399088,302272,Scotland,reported_place,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
443,5mZC7ndY6oGMxJentRwsuV,Q8058113,Young Fathers,397759,272197,Edinburgh,reported_place,True,False,,,,,confirmed,Edinburgh,not_reviewed,,strict,UK007F
444,70MMkLXtue3Edj3RJhJkYp,Q845265,Public Image Ltd.,397001,359205,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
445,0vW8z9pZMGCcRtGPGtyqiB,Q174627,The Maccabees,394513,379450,London,reported_place,True,False,,,,,source_variation,London,not_reviewed,medium,strict,UK001F
446,0wOej91SVqB1zcYkW6xUtA,Q45964015,Pale Waves,390813,387390,Manchester,reported_place,True,False,,,,,confirmed,Manchester,not_reviewed,,strict,UK008F
447,72hqBMsw7x5jnfxxwkii8L,Q277479,Leftfield,390024,258734,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
448,6bGcpvHbRHg8s0wiNyIZK1,Q611878,Kula Shaker,387963,266533,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
449,7fh7bwX9qV60tLxxsp9bTe,Q1724658,The Durutti Column,384367,141887,Manchester,reported_place,True,False,,,,,confirmed,Manchester,not_reviewed,,strict,UK008F
450,2gmeFH5Iz8UEA7K0OHDePQ,Q3596068,Ant & Dec,382816,21248,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
451,3ysp8GwsheDcBxP9q65lBg,Q1668512,Lush,382347,315449,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
452,06YQ6XwCdPUn8rAXV70gge,Q2139991,Republica,382250,84002,Windsor,reported_place,True,False,,,,,confirmed,Windsor,not_reviewed,,excluded_no_defensible_fua,
453,0vBDEQ1aLZpe4zgn2fPH6Z,Q780072,Cast,381917,183638,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
454,4jSYHcSo85heWskYvAULio,Q656978,Mojave 3,381875,206333,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
455,2413I9w4sRbBz4zi5zgwjX,Q123148190,Cassia,377418,69239,Macclesfield,reported_place,True,False,,,,,confirmed,Macclesfield,not_reviewed,,strict,UK008F
456,34UhPkLbtFKRq3nmfFgejG,Q645980,Mogwai,370209,647271,Glasgow,reported_place,True,False,,,,,confirmed,Glasgow,not_reviewed,,strict,UK004F
457,3xYNGCooNIzKMAtJYKSOyq,Q624661,Electronic,367540,164721,Manchester,reported_place,True,False,,,,,confirmed,Manchester,not_reviewed,,strict,UK008F
458,5zYJziKktyqWwmoAWXrShP,Q1860033,Modestep,363041,344694,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
459,2YzUXecwzcOdlJsnpnJfkJ,Q631226,Fluke,358816,104332,Buckinghamshire,reported_place,True,False,,,,,confirmed,Buckinghamshire,not_reviewed,,excluded_no_defensible_fua,
